Season;Date;Location;Event Type;Event Name;Round Number;Round Name;Player;Player ID;Club;Game Number;Score;Handicap;Cumulative Score;Stage Rank;Cut Line;Cut Basis;Overall Cumulative Score
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Alexandra Mareiser;7083;;0;215;0;215;1;;;215
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Anika Kristof;38045;;0;201;0;201;2;;;201
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Bianca Leinemann;38876;;0;125;0;125;21;;;125
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Denise Schwertfeger;38934;;0;134;0;134;19;;;134
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Else Schuster;7709;;0;131;0;131;20;;;131
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Helene Schick;38931;;0;153;0;153;14;;;153
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Ingeborg Schmitt;7974;;0;142;0;142;17;;;142
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Jana Witthinrich;38355;;0;151;0;151;15;;;151
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Johanna Groll;25630;;0;155;0;155;13;;;155
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Julia Völlmerk;16093;;0;199;0;199;4;;;199
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Katharina Mang;25329;;0;176;0;176;7;;;176
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Laura Piros;36696;;0;169;0;169;10;;;169
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Marina Weiske;7154;;0;162;0;162;12;;;162
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Monika Schott;16594;;0;200;0;200;3;;;200
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Nadja Seidlein;38173;;0;175;0;175;8;;;175
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Natalie Groll;25857;;0;196;0;196;5;;;196
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Nicole Schott;16595;;0;177;0;177;6;;;177
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Regina Gahr;38555;;0;170;0;170;9;;;170
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Rica Jahre;38980;;0;166;0;166;11;;;166
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Roswitha Schulz-Burkert;25347;;0;149;0;149;16;;;149
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Sabaithip Mekjinda;38780;;0;140;0;140;18;;;140
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Stephanie Fischer;38789;;0;118;0;118;22;;;118
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Alexandra Mareiser;7083;;1;134;0;349;9;;;349
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Anika Kristof;38045;;1;223;0;424;1;;;424
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Bianca Leinemann;38876;;1;140;0;265;20;;;265
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Denise Schwertfeger;38934;;1;132;0;266;19;;;266
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Else Schuster;7709;;1;156;0;287;16;;;287
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Helene Schick;38931;;1;202;0;355;7;;;355
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Ingeborg Schmitt;7974;;1;104;0;246;22;;;246
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Jana Witthinrich;38355;;1;135;0;286;17;;;286
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Johanna Groll;25630;;1;202;0;357;5;;;357
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Julia Völlmerk;16093;;1;186;0;385;3;;;385
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Katharina Mang;25329;;1;207;0;383;4;;;383
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Laura Piros;36696;;1;227;0;396;2;;;396
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Marina Weiske;7154;;1;194;0;356;6;;;356
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Monika Schott;16594;;1;152;0;352;8;;;352
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Nadja Seidlein;38173;;1;147;0;322;12;;;322
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Natalie Groll;25857;;1;138;0;334;11;;;334
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Nicole Schott;16595;;1;162;0;339;10;;;339
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Regina Gahr;38555;;1;146;0;316;13;;;316
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Rica Jahre;38980;;1;116;0;282;18;;;282
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Roswitha Schulz-Burkert;25347;;1;140;0;289;15;;;289
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Sabaithip Mekjinda;38780;;1;165;0;305;14;;;305
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Stephanie Fischer;38789;;1;144;0;262;21;;;262
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Alexandra Mareiser;7083;;2;182;0;531;7;;;531
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Anika Kristof;38045;;2;196;0;620;1;;;620
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Bianca Leinemann;38876;;2;157;0;422;17;;;422
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Denise Schwertfeger;38934;;2;120;0;386;22;;;386
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Else Schuster;7709;;2;123;0;410;19;;;410
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Helene Schick;38931;;2;141;0;496;11;;;496
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Ingeborg Schmitt;7974;;2;159;0;405;20;;;405
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Jana Witthinrich;38355;;2;164;0;450;14;;;450
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Johanna Groll;25630;;2;168;0;525;9;;;525
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Julia Völlmerk;16093;;2;207;0;592;3;;;592
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Katharina Mang;25329;;2;158;0;541;5;;;541
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Laura Piros;36696;;2;202;0;598;2;;;598
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Marina Weiske;7154;;2;187;0;543;4;;;543
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Monika Schott;16594;;2;161;0;513;10;;;513
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Nadja Seidlein;38173;;2;132;0;454;13;;;454
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Natalie Groll;25857;;2;194;0;528;8;;;528
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Nicole Schott;16595;;2;196;0;535;6;;;535
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Regina Gahr;38555;;2;151;0;467;12;;;467
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Rica Jahre;38980;;2;164;0;446;16;;;446
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Roswitha Schulz-Burkert;25347;;2;127;0;416;18;;;416
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Sabaithip Mekjinda;38780;;2;144;0;449;15;;;449
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Stephanie Fischer;38789;;2;128;0;390;21;;;390
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Alexandra Mareiser;7083;;3;247;0;778;4;;;778
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Anika Kristof;38045;;3;191;0;811;2;;;811
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Bianca Leinemann;38876;;3;211;0;633;12;;;633
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Denise Schwertfeger;38934;;3;136;0;522;21;;;522
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Else Schuster;7709;;3;174;0;584;18;;;584
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Helene Schick;38931;;3;141;0;637;11;;;637
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Ingeborg Schmitt;7974;;3;119;0;524;20;;;524
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Jana Witthinrich;38355;;3;171;0;621;13;;;621
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Johanna Groll;25630;;3;171;0;696;6;;;696
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Julia Völlmerk;16093;;3;187;0;779;3;;;779
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Katharina Mang;25329;;3;152;0;693;7;;;693
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Laura Piros;36696;;3;245;0;843;1;;;843
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Marina Weiske;7154;;3;146;0;689;9;;;689
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Monika Schott;16594;;3;178;0;691;8;;;691
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Nadja Seidlein;38173;;3;136;0;590;17;;;590
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Natalie Groll;25857;;3;190;0;718;5;;;718
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Nicole Schott;16595;;3;136;0;671;10;;;671
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Regina Gahr;38555;;3;139;0;606;15;;;606
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Rica Jahre;38980;;3;150;0;596;16;;;596
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Roswitha Schulz-Burkert;25347;;3;163;0;579;19;;;579
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Sabaithip Mekjinda;38780;;3;165;0;614;14;;;614
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Stephanie Fischer;38789;;3;102;0;492;22;;;492
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Alexandra Mareiser;7083;;4;149;0;927;5;;;927
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Anika Kristof;38045;;4;181;0;992;2;;;992
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Bianca Leinemann;38876;;4;175;0;808;11;;;808
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Denise Schwertfeger;38934;;4;160;0;682;20;;;682
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Else Schuster;7709;;4;132;0;716;17;;;716
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Helene Schick;38931;;4;148;0;785;12;;;785
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Ingeborg Schmitt;7974;;4;130;0;654;21;;;654
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Jana Witthinrich;38355;;4;145;0;766;13;;;766
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Johanna Groll;25630;;4;159;0;855;8;;;855
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Julia Völlmerk;16093;;4;170;0;949;3;;;949
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Katharina Mang;25329;;4;186;0;879;6;;;879
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Laura Piros;36696;;4;255;0;1098;1;;;1098
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Marina Weiske;7154;;4;188;0;877;7;;;877
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Monika Schott;16594;;4;159;0;850;9;;;850
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Nadja Seidlein;38173;;4;144;0;734;16;;;734
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Natalie Groll;25857;;4;225;0;943;4;;;943
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Nicole Schott;16595;;4;165;0;836;10;;;836
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Regina Gahr;38555;;4;132;0;738;15;;;738
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Rica Jahre;38980;;4;97;0;693;19;;;693
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Roswitha Schulz-Burkert;25347;;4;121;0;700;18;;;700
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Sabaithip Mekjinda;38780;;4;136;0;750;14;;;750
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Stephanie Fischer;38789;;4;112;0;604;22;;;604
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Alexandra Mareiser;7083;;5;226;0;1153;3;;;1153
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Anika Kristof;38045;;5;208;0;1200;2;;;1200
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Bianca Leinemann;38876;;5;116;0;924;13;;;924
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Denise Schwertfeger;38934;;5;148;0;830;19;;;830
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Else Schuster;7709;;5;172;0;888;15;;;888
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Helene Schick;38931;;5;186;0;971;11;;;971
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Ingeborg Schmitt;7974;;5;165;0;819;20;;;819
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Jana Witthinrich;38355;;5;178;0;944;12;;;944
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Johanna Groll;25630;;5;167;0;1022;8;;;1022
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Julia Völlmerk;16093;;5;171;0;1120;4;;;1120
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Katharina Mang;25329;;5;149;0;1028;7;;;1028
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Laura Piros;36696;;5;178;0;1276;1;;;1276
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Marina Weiske;7154;;5;170;0;1047;6;;;1047
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Monika Schott;16594;;5;170;0;1020;9;;;1020
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Nadja Seidlein;38173;;5;133;0;867;16;;;867
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Natalie Groll;25857;;5;161;0;1104;5;;;1104
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Nicole Schott;16595;;5;153;0;989;10;;;989
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Regina Gahr;38555;;5;125;0;863;17;;;863
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Rica Jahre;38980;;5;168;0;861;18;;;861
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Roswitha Schulz-Burkert;25347;;5;116;0;816;21;;;816
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Sabaithip Mekjinda;38780;;5;145;0;895;14;;;895
25/26;2026-05-09;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;1;Vorlauf;Stephanie Fischer;38789;;5;172;0;776;22;;;776
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Alexandra Mareiser;7083;;0;200;0;200;2;;;1353
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Anika Kristof;38045;;0;198;0;198;3;;;1398
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Bianca Leinemann;38876;;0;146;0;146;16;;;1070
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Denise Schwertfeger;38934;;0;134;0;134;20;;;964
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Else Schuster;7709;;0;183;0;183;4;;;1071
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Helene Schick;38931;;0;142;0;142;17;;;1113
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Ingeborg Schmitt;7974;;0;122;0;122;22;;;941
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Jana Witthinrich;38355;;0;182;0;182;5;;;1126
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Johanna Groll;25630;;0;210;0;210;1;;;1232
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Julia Völlmerk;16093;;0;178;0;178;9;;;1298
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Katharina Mang;25329;;0;149;0;149;15;;;1177
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Laura Piros;36696;;0;182;0;182;6;;;1458
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Marina Weiske;7154;;0;151;0;151;14;;;1198
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Monika Schott;16594;;0;172;0;172;10;;;1192
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Nadja Seidlein;38173;;0;159;0;159;13;;;1026
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Natalie Groll;25857;;0;180;0;180;8;;;1284
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Nicole Schott;16595;;0;141;0;141;18;;;1130
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Regina Gahr;38555;;0;160;0;160;12;;;1023
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Rica Jahre;38980;;0;182;0;182;7;;;1043
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Roswitha Schulz-Burkert;25347;;0;133;0;133;21;;;949
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Sabaithip Mekjinda;38780;;0;166;0;166;11;;;1061
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Stephanie Fischer;38789;;0;135;0;135;19;;;911
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Alexandra Mareiser;7083;;1;200;0;400;2;;;1553
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Anika Kristof;38045;;1;234;0;432;1;;;1632
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Bianca Leinemann;38876;;1;157;0;303;18;;;1227
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Denise Schwertfeger;38934;;1;145;0;279;19;;;1109
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Else Schuster;7709;;1;165;0;348;7;;;1236
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Helene Schick;38931;;1;185;0;327;12;;;1298
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Ingeborg Schmitt;7974;;1;126;0;248;22;;;1067
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Jana Witthinrich;38355;;1;182;0;364;4;;;1308
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Johanna Groll;25630;;1;171;0;381;3;;;1403
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Julia Völlmerk;16093;;1;185;0;363;5;;;1483
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Katharina Mang;25329;;1;155;0;304;17;;;1332
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Laura Piros;36696;;1;164;0;346;8;;;1622
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Marina Weiske;7154;;1;171;0;322;14;;;1369
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Monika Schott;16594;;1;145;0;317;15;;;1337
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Nadja Seidlein;38173;;1;168;0;327;13;;;1194
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Natalie Groll;25857;;1;174;0;354;6;;;1458
25/26;2026-05-10;Rottendorf;tournament;Bayerische Meisterschaft - Frauen Einzel;2;Zwischenlauf;Nicole Schott;16595;;1;166;0;307;16;;;1296
