Season;Date;Location;Event Type;Event Name;Round Number;Round Name;Player;Player ID;Club;Game Number;Score;Handicap;Cumulative Score;Stage Rank;Cut Line;Cut Basis;Overall Cumulative Score
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Thomas Moser;38907;;0;103;0;103;95;;;103
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Thomas Wiedemann;7028;;0;213;0;213;10;;;213
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Tim Olde Damink;25521;;0;164;0;164;63;;;164
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Tobias Derbfuss;38270;;0;172;0;172;44;;;172
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Tobias Franz;25638;;0;127;0;127;94;;;127
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Tobias Kramer;38885;;0;158;0;158;72;;;158
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Tobias Wiedemann;25695;;0;133;0;133;90;;;133
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Tom Eck;38050;;0;164;0;164;64;;;164
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Winfried Goller;7722;;0;165;0;165;59;;;165
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Alexander Schmidt;16292;;1;181;0;348;51;;;348
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Alexander Scholz;16352;;1;234;0;404;11;;;404
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Andre Michow;16965;;1;168;0;434;7;;;434
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Andreas Brendel;38033;;1;179;0;378;24;;;378
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Andreas Hernitschek;16386;;1;226;0;475;2;;;475
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Andreas Hölzl;38305;;1;165;0;365;34;;;365
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Andreas Schöllhorn;38568;;1;194;0;357;44;;;357
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Anton Mutz;25005;;1;193;0;359;41;;;359
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Asterios Fourkiotis;25555;;1;157;0;289;85;;;289
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Bernd Trapphardt;16559;;1;205;0;386;17;;;386
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Bernd Wiemken;25203;;1;215;0;447;5;;;447
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Blasius Stibel;7849;;1;148;0;322;67;;;322
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Bodo Konieczny;18802;;1;202;0;470;3;;;470
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Carlo Luft;38652;;1;176;0;365;35;;;365
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Christian Erlacher;16760;;1;210;0;400;13;;;400
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Christian Feller;16007;;1;138;0;271;94;;;271
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Christian Lechner;25064;;1;122;0;291;84;;;291
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Christian Rechenberg;7865;;1;234;0;408;10;;;408
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Christian Schlegl;38554;;1;0;0;0;96;;;0
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Christian Schrempf;7646;;1;212;0;438;6;;;438
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Christian Schuster;7723;;1;190;0;359;42;;;359
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Daniel Alexander;16443;;1;168;0;384;20;;;384
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Daniel Börding;7591;;1;207;0;375;27;;;375
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Daniel Hellmich;7314;;1;213;0;393;15;;;393
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Daniel Schwank;16215;;1;202;0;395;14;;;395
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Dieter Schuster;7721;;1;208;0;354;48;;;354
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Eduard Bolender;25408;;1;158;0;328;61;;;328
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Enno Jackwerth;16263;;1;159;0;306;77;;;306
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Eric Gogala;46005;;1;212;0;404;12;;;404
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Florian Hanauer;38001;;1;145;0;338;56;;;338
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Florian Stangl;25690;;1;180;0;363;37;;;363
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Frank Wiemken;25205;;1;204;0;415;8;;;415
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Gregor Arapow;38575;;1;150;0;297;82;;;297
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Günter Denz;16398;;1;173;0;357;45;;;357
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Harald Eggl;25229;;1;160;0;314;72;;;314
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Harald Laub;7597;;1;149;0;342;54;;;342
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Horst Schön;16346;;1;192;0;371;28;;;371
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Jan Musiol;25166;;1;207;0;386;18;;;386
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Jochen Birkner;7937;;1;165;0;333;60;;;333
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Jochen Mücke;38842;;1;146;0;311;76;;;311
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Jörg Woyscheszik;25350;;1;192;0;319;70;;;319
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Jürgen Harry Schmitt;7961;;1;137;0;280;92;;;280
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Jürgen Reichel;7772;;1;171;0;305;78;;;305
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Kai Bräutigam;38115;;1;183;0;370;29;;;370
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Kilian Kral;38510;;1;166;0;348;52;;;348
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Klaus Lilge;7080;;1;125;0;274;93;;;274
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Lucas Kasenbacher;25340;;1;135;0;303;79;;;303
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Lukas Pfaff;38909;;1;147;0;289;86;;;289
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Manfred Weidinger;38851;;1;138;0;283;90;;;283
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Marc Schmidt;38734;;1;142;0;288;87;;;288
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Marcel Müller;28367;;1;156;0;325;64;;;325
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Marco Probst;7602;;1;186;0;378;25;;;378
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Mario Burghardt;12248;;1;158;0;320;68;;;320
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Markus Fischer;38237;;1;234;0;391;16;;;391
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Markus Hanauer;38214;;1;164;0;355;46;;;355
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Matthias Kuchling;16583;;1;207;0;368;31;;;368
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Max Wiemken;25557;;1;124;0;303;80;;;303
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Michael Brandt;38110;;1;135;0;335;59;;;335
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Michael Eisenmann-Seybold;7595;;1;170;0;358;43;;;358
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Michael Ring;7317;;1;170;0;369;30;;;369
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Moritz Wiemken;25830;;1;254;0;502;1;;;502
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Nicolas Hoffmann;38935;;1;176;0;327;62;;;327
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Nicolas Kabel;38092;;1;185;0;344;53;;;344
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Niklas Weiske;25484;;1;183;0;368;32;;;368
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Oliver Schütze;38550;;1;205;0;385;19;;;385
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Patrick Baszler;7886;;1;150;0;319;71;;;319
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Patrick Freudl;16796;;1;245;0;415;9;;;415
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Patrick Hardt;16809;;1;197;0;379;23;;;379
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Patrick Stemmler;16495;;1;210;0;340;55;;;340
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Patrick Thurner;38530;;1;198;0;452;4;;;452
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Peter Börding;7593;;1;154;0;313;73;;;313
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Peter van Lengen;25297;;1;182;0;336;58;;;336
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Rainer Schöllhorn;16069;;1;152;0;303;81;;;303
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Raphael Hofmann;38963;;1;170;0;360;40;;;360
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;René Erben;25953;;1;131;0;324;65;;;324
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;René Jurischka;38593;;1;123;0;287;89;;;287
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Robert Kristof;10124;;1;170;0;368;33;;;368
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Rudi Bauer;16860;;1;185;0;349;49;;;349
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Sebastian Gräfe;38687;;1;160;0;312;74;;;312
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Sebastian Hinterwimmer;7885;;1;178;0;337;57;;;337
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Sergio Tavares;22116;;1;141;0;355;47;;;355
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Simon Bauer;16861;;1;185;0;349;50;;;349
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Steffen Birkner;25082;;1;187;0;380;22;;;380
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Steffen Jahre;7816;;1;153;0;320;69;;;320
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Stephan Ruffershöfer;16899;;1;218;0;361;39;;;361
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Thomas Auer;16888;;1;171;0;364;36;;;364
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Thomas Kalkschmied;25672;;1;127;0;288;88;;;288
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Thomas Moser;38907;;1;179;0;282;91;;;282
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Thomas Wiedemann;7028;;1;170;0;383;21;;;383
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Tim Olde Damink;25521;;1;160;0;324;66;;;324
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Tobias Derbfuss;38270;;1;140;0;312;75;;;312
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Tobias Franz;25638;;1;140;0;267;95;;;267
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Tobias Kramer;38885;;1;205;0;363;38;;;363
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Tobias Wiedemann;25695;;1;159;0;292;83;;;292
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Tom Eck;38050;;1;162;0;326;63;;;326
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Winfried Goller;7722;;1;212;0;377;26;;;377
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Alexander Schmidt;16292;;2;187;0;535;43;;;535
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Alexander Scholz;16352;;2;200;0;604;11;;;604
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Andre Michow;16965;;2;156;0;590;15;;;590
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Andreas Brendel;38033;;2;146;0;524;50;;;524
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Andreas Hernitschek;16386;;2;258;0;733;2;;;733
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Andreas Hölzl;38305;;2;174;0;539;38;;;539
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Andreas Schöllhorn;38568;;2;194;0;551;32;;;551
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Anton Mutz;25005;;2;180;0;539;39;;;539
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Asterios Fourkiotis;25555;;2;135;0;424;90;;;424
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Bernd Trapphardt;16559;;2;159;0;545;36;;;545
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Bernd Wiemken;25203;;2;209;0;656;5;;;656
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Blasius Stibel;7849;;2;161;0;483;71;;;483
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Bodo Konieczny;18802;;2;222;0;692;3;;;692
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Carlo Luft;38652;;2;230;0;595;13;;;595
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Christian Erlacher;16760;;2;159;0;559;26;;;559
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Christian Feller;16007;;2;110;0;381;95;;;381
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Christian Lechner;25064;;2;201;0;492;65;;;492
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Christian Rechenberg;7865;;2;224;0;632;7;;;632
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Christian Schlegl;38554;;2;0;0;0;96;;;0
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Christian Schrempf;7646;;2;159;0;597;12;;;597
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Christian Schuster;7723;;2;179;0;538;40;;;538
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Daniel Alexander;16443;;2;137;0;521;53;;;521
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Daniel Börding;7591;;2;182;0;557;27;;;557
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Daniel Hellmich;7314;;2;196;0;589;17;;;589
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Daniel Schwank;16215;;2;181;0;576;18;;;576
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Dieter Schuster;7721;;2;162;0;516;55;;;516
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Eduard Bolender;25408;;2;127;0;455;83;;;455
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Enno Jackwerth;16263;;2;183;0;489;67;;;489
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Eric Gogala;46005;;2;215;0;619;8;;;619
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Florian Hanauer;38001;;2;168;0;506;62;;;506
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Florian Stangl;25690;;2;194;0;557;28;;;557
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Frank Wiemken;25205;;2;221;0;636;6;;;636
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Gregor Arapow;38575;;2;157;0;454;84;;;454
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Günter Denz;16398;;2;174;0;531;45;;;531
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Harald Eggl;25229;;2;153;0;467;78;;;467
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Harald Laub;7597;;2;165;0;507;60;;;507
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Horst Schön;16346;;2;163;0;534;44;;;534
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Jan Musiol;25166;;2;223;0;609;9;;;609
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Jochen Birkner;7937;;2;190;0;523;52;;;523
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Jochen Mücke;38842;;2;171;0;482;72;;;482
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Jörg Woyscheszik;25350;;2;194;0;513;56;;;513
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Jürgen Harry Schmitt;7961;;2;113;0;393;94;;;393
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Jürgen Reichel;7772;;2;157;0;462;79;;;462
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Kai Bräutigam;38115;;2;191;0;561;25;;;561
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Kilian Kral;38510;;2;164;0;512;58;;;512
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Klaus Lilge;7080;;2;200;0;474;75;;;474
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Lucas Kasenbacher;25340;;2;191;0;494;64;;;494
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Lukas Pfaff;38909;;2;134;0;423;91;;;423
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Manfred Weidinger;38851;;2;154;0;437;86;;;437
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Marc Schmidt;38734;;2;143;0;431;89;;;431
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Marcel Müller;28367;;2;129;0;454;85;;;454
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Marco Probst;7602;;2;229;0;607;10;;;607
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Mario Burghardt;12248;;2;161;0;481;73;;;481
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Markus Fischer;38237;;2;166;0;557;29;;;557
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Markus Hanauer;38214;;2;150;0;505;63;;;505
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Matthias Kuchling;16583;;2;157;0;525;49;;;525
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Max Wiemken;25557;;2;224;0;527;48;;;527
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Michael Brandt;38110;;2;156;0;491;66;;;491
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Michael Eisenmann-Seybold;7595;;2;237;0;595;14;;;595
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Michael Ring;7317;;2;140;0;509;59;;;509
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Moritz Wiemken;25830;;2;249;0;751;1;;;751
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Nicolas Hoffmann;38935;;2;145;0;472;76;;;472
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Nicolas Kabel;38092;;2;210;0;554;31;;;554
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Niklas Weiske;25484;;2;206;0;574;20;;;574
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Oliver Schütze;38550;;2;190;0;575;19;;;575
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Patrick Baszler;7886;;2;194;0;513;57;;;513
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Patrick Freudl;16796;;2;156;0;571;21;;;571
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Patrick Hardt;16809;;2;159;0;538;41;;;538
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Patrick Stemmler;16495;;2;223;0;563;23;;;563
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Patrick Thurner;38530;;2;228;0;680;4;;;680
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Peter Börding;7593;;2;249;0;562;24;;;562
25/26;2026-05-09;Max Munich;tournament;Bayerische Meisterschaft - Männer Einzel;1;Vorlauf;Peter van Lengen;25297;;2;143;0;479;74;;;479
