1;10;11;12;13;14;15;16;17;18;19;20;21;22;23;3;4;5;6;7;8;9;batch_id;created_by;currency;date_created;date_updated;form_id;gpnf_entry_nested_form_field;gpnf_entry_parent;gpnf_entry_parent_form;gv_revision_changed;gv_revision_date;gv_revision_date_gmt;gv_revision_parent_id;gv_revision_user_id;id;ingested_at_utc;ip;is_approved;is_fulfilled;is_read;is_starred;payment_amount;payment_date;payment_method;payment_status;post_id;source_date_updated;source_entry_id;source_form_id;source_id;source_url;status;submission_speeds;transaction_id;transaction_type;user_agent
16069;156;147;12;189;154;199;163;2083;;;;;;;Rainer Schöllhorn;206;200;139;151;196;183;manual_export_table_124;1;EUR;2026-04-25 18:51:06;2026-04-25 18:51:06;124;False;False;False;False;False;False;False;False;37408;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:06;37408;124;;;active;;;;GravityView Import
38851;182;211;12;164;138;189;157;2082;;;;;;;Manfred Weidinger;166;162;165;164;195;189;manual_export_table_124;1;EUR;2026-04-25 18:51:06;2026-04-25 18:51:06;124;False;False;False;False;False;False;False;False;37409;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:06;37409;124;;;active;;;;GravityView Import
38480;193;191;12;158;145;147;182;2082;;;;;;;Erwin Schmidle;174;192;168;158;182;192;manual_export_table_124;1;EUR;2026-04-25 18:51:06;2026-04-25 18:51:06;124;False;False;False;False;False;False;False;False;37410;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:06;37410;124;;;active;;;;GravityView Import
38963;161;171;12;165;151;141;170;2074;;;;;;;Raphael Hofmann;198;194;156;168;210;189;manual_export_table_124;1;EUR;2026-04-25 18:51:06;2026-04-25 18:51:06;124;False;False;False;False;False;False;False;False;37411;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:06;37411;124;;;active;;;;GravityView Import
38459;201;193;12;122;167;140;169;2072;;;;;;;Michael Auer;216;190;185;184;169;136;manual_export_table_124;1;EUR;2026-04-25 18:51:06;2026-04-25 18:51:06;124;False;False;False;False;False;False;False;False;37412;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:06;37412;124;;;active;;;;GravityView Import
22116;140;189;12;203;168;155;158;2069;;;;;;;Sergio Tavares;213;161;157;125;173;227;manual_export_table_124;1;EUR;2026-04-25 18:51:06;2026-04-25 18:51:06;124;False;False;False;False;False;False;False;False;37413;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:06;37413;124;;;active;;;;GravityView Import
38970;157;162;12;165;164;167;142;2055;;;;;;;Roberto Di Stefano;201;171;171;209;134;212;manual_export_table_124;1;EUR;2026-04-25 18:51:06;2026-04-25 18:51:06;124;False;False;False;False;False;False;False;False;37414;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:06;37414;124;;;active;;;;GravityView Import
25649;166;188;12;202;158;160;146;2043;;;;;;;Bruno Gärtner;162;148;178;179;164;192;manual_export_table_124;1;EUR;2026-04-25 18:51:06;2026-04-25 18:51:06;124;False;False;False;False;False;False;False;False;37415;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:06;37415;124;;;active;;;;GravityView Import
38450;200;169;12;157;195;136;182;2006;;;;;;;Thomas Hantschel;155;133;122;213;183;161;manual_export_table_124;1;EUR;2026-04-25 18:51:06;2026-04-25 18:51:06;124;False;False;False;False;False;False;False;False;37416;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:06;37416;124;;;active;;;;GravityView Import
25778;161;140;12;193;128;127;180;1985;;;;;;;Robert Meissl;201;157;148;198;188;164;manual_export_table_124;1;EUR;2026-04-25 18:51:06;2026-04-25 18:51:06;124;False;False;False;False;False;False;False;False;37417;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:06;37417;124;;;active;;;;GravityView Import
38892;108;245;12;157;129;117;140;1926;;;;;;;Maximilian Herrmann;168;163;174;165;190;170;manual_export_table_124;1;EUR;2026-04-25 18:51:06;2026-04-25 18:51:06;124;False;False;False;False;False;False;False;False;37418;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:06;37418;124;;;active;;;;GravityView Import
7030;160;167;9;;;;137;1608;;;;;;;Andreas Heß;181;182;149;190;189;253;manual_export_table_124;1;EUR;2026-04-25 18:51:06;2026-04-25 18:51:06;124;False;False;False;False;False;False;False;False;37419;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:06;37419;124;;;active;;;;GravityView Import
25631;198;180;7;;;;;1360;;;;;;;Eberhard Rietz;244;;179;177;214;168;manual_export_table_124;1;EUR;2026-04-25 18:51:06;2026-04-25 18:51:06;124;False;False;False;False;False;False;False;False;37420;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:06;37420;124;;;active;;;;GravityView Import
25785;182;138;6;;;;;1069;;;;;;;Michael Egger;200;;;221;160;168;manual_export_table_124;1;EUR;2026-04-25 18:51:06;2026-04-25 18:51:06;124;False;False;False;False;False;False;False;False;37421;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:06;37421;124;;;active;;;;GravityView Import
7573;153;189;6;;;;;1054;;;;;;;Alfred Zimmermann;163;;;181;169;199;manual_export_table_124;1;EUR;2026-04-25 18:51:06;2026-04-25 18:51:06;124;False;False;False;False;False;False;False;False;37422;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:06;37422;124;;;active;;;;GravityView Import
38001;121;162;6;;;;;1037;;;;;;;Florian Hanauer;190;;;198;174;192;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37423;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37423;124;;;active;;;;GravityView Import
38993;201;163;6;;;;;1036;;;;;;;Louis Csallner;194;;;170;179;129;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37424;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37424;124;;;active;;;;GravityView Import
16270;139;213;6;;;;;1036;;;;;;;Andreas Feuerlein;227;;;148;168;141;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37425;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37425;124;;;active;;;;GravityView Import
25788;180;152;6;;;;;1035;;;;;;;Markus Auer;168;;;165;178;192;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37426;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37426;124;;;active;;;;GravityView Import
16876;209;163;6;;;;;1035;;;;;;;Dirk Kirschke;164;;;179;167;153;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37427;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37427;124;;;active;;;;GravityView Import
38110;174;190;6;;;;;1034;;;;;;;Michael Brandt;194;;;146;158;172;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37428;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37428;124;;;active;;;;GravityView Import
38665;158;174;6;;;;;1022;;;;;;;Luca Köhler;174;;;159;140;217;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37429;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37429;124;;;active;;;;GravityView Import
16390;180;157;6;;;;;1015;;;;;;;Kurt Schindlböck;179;;;183;123;193;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37430;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37430;124;;;active;;;;GravityView Import
38065;144;190;6;;;;;1014;;;;;;;Manfred Hartl;176;;;189;179;136;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37431;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37431;124;;;active;;;;GravityView Import
38361;132;179;6;;;;;1011;;;;;;;Markus Schmied;213;;;139;193;155;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37432;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37432;124;;;active;;;;GravityView Import
38472;155;160;6;;;;;1002;;;;;;;Robert Faltermeier;161;;;224;157;145;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37433;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37433;124;;;active;;;;GravityView Import
10080;174;172;6;;;;;998;;;;;;;Stephan Scheigenpflug;155;;;138;167;192;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37434;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37434;124;;;active;;;;GravityView Import
38388;159;168;6;;;;;995;;;;;;;Roland Heumos;152;;;180;145;191;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37435;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37435;124;;;active;;;;GravityView Import
7321;171;148;6;;;;;994;;;;;;;Werner Nägele;191;;;145;149;190;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37436;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37436;124;;;active;;;;GravityView Import
25502;129;155;6;;;;;993;;;;;;;Jürgen Beer;200;;;168;168;173;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37437;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37437;124;;;active;;;;GravityView Import
38202;175;142;6;;;;;990;;;;;;;Herward Schulz;142;;;184;185;162;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37438;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37438;124;;;active;;;;GravityView Import
10797;176;140;6;;;;;988;;;;;;;Dirk Billerbeck;114;;;209;173;176;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37439;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37439;124;;;active;;;;GravityView Import
7309;187;169;6;;;;;987;;;;;;;Ewald Kral;181;;;120;166;164;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37440;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37440;124;;;active;;;;GravityView Import
38918;136;183;6;;;;;987;;;;;;;Christoph Heiming;161;;;175;196;136;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37441;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37441;124;;;active;;;;GravityView Import
16524;136;158;6;;;;;985;;;;;;;René Schanze;170;;;178;173;170;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37442;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37442;124;;;active;;;;GravityView Import
38957;142;153;6;;;;;982;;;;;;;Pascal Gruber;175;;;176;181;155;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37443;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37443;124;;;active;;;;GravityView Import
38712;154;139;6;;;;;977;;;;;;;Herbert Forstner;195;;;162;164;163;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37444;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37444;124;;;active;;;;GravityView Import
38933;156;178;6;;;;;972;;;;;;;Daniel Krückel;146;;;137;169;186;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37445;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37445;124;;;active;;;;GravityView Import
38813;149;147;6;;;;;967;;;;;;;Erwin Meys;167;;;186;161;157;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37446;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37446;124;;;active;;;;GravityView Import
25302;156;146;6;;;;;965;;;;;;;Werner Kraus;171;;;167;174;151;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37447;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37447;124;;;active;;;;GravityView Import
7493;131;172;6;;;;;950;;;;;;;Peter Walch;221;;;154;125;147;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37448;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37448;124;;;active;;;;GravityView Import
38954;118;222;6;;;;;948;;;;;;;Dennis Jehle;162;;;130;174;142;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37449;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37449;124;;;active;;;;GravityView Import
38586;151;139;6;;;;;947;;;;;;;Peter Steub;157;;;167;134;199;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37450;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37450;124;;;active;;;;GravityView Import
16327;171;118;6;;;;;942;;;;;;;Horst Thomas;162;;;174;151;166;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37451;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37451;124;;;active;;;;GravityView Import
25993;168;148;6;;;;;935;;;;;;;Jürgen Hockenjos;158;;;150;190;121;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37452;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37452;124;;;active;;;;GravityView Import
38569;136;195;6;;;;;934;;;;;;;Sebastian Tesinski;145;;;151;148;159;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37453;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37453;124;;;active;;;;GravityView Import
38850;173;147;6;;;;;934;;;;;;;Günter Färber;161;;;143;162;148;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37454;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37454;124;;;active;;;;GravityView Import
38887;148;116;6;;;;;908;;;;;;;Michael Ruppert;162;;;148;141;193;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37455;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37455;124;;;active;;;;GravityView Import
25390;132;155;6;;;;;895;;;;;;;Peter Faßold;167;;;121;150;170;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37456;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37456;124;;;active;;;;GravityView Import
10903;100;126;6;;;;;732;;;;;;;Thomas Vogt;169;;;113;105;119;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37457;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37457;124;;;active;;;;GravityView Import
7341;195;148;4;;;;;670;;;;;;;Daniel Horbas;156;;;;;171;manual_export_table_124;1;EUR;2026-04-25 18:51:07;2026-04-25 18:51:07;124;False;False;False;False;False;False;False;False;37458;2026-04-26T11:18:23+00:00;85.13.146.121;False;;0;0;;;;;;2026-04-25 18:51:07;37458;124;;;active;;;;GravityView Import
